match_type;games;avg_orig_smaller_div_bigger_gamescore_permil;std_orig_smaller_div_bigger_gamescore_permil;losers_original_points_pct
2.HD;2;819;104;83.0
2.HD;2;819;104;83.0
1.HE;2;819;104;83.0
1.HD;2;819;104;83.0
DD;3;540;59;83.0
Mix;3;540;59;83.0
1.HE;2;819;104;83.0
2.HE;3;540;175;83.0
1.HE;2;819;104;83.0
Mix;2;819;104;83.0
DE;2;819;104;83.0
Mix;3;540;98;83.0
2.HE;3;714;135;83.1
1.HE;3;714;78;83.1
DD;3;714;78;83.1
Mix;3;714;103;83.1
1.HE;3;714;169;83.1
3.HE;3;714;78;83.1
2.HD;3;714;67;83.1
3.HE;3;714;78;83.1
2.HD;3;714;169;83.1
DE;3;714;135;83.1
Mix;3;684;223;83.1
Mix;3;714;135;83.1
DD;3;767;145;83.1
Mix;3;714;103;83.1
Mix;3;714;103;83.1
DD;3;714;78;83.1
2.HE;3;714;78;83.1
Mix;3;714;103;83.1
2.HE;3;714;67;83.1
1.HD;3;714;103;83.1
1.HE;3;714;135;83.1
2.HE;3;714;67;83.1
3.HE;3;767;123;83.1
DD;3;714;78;83.1
3.HE;3;767;123;83.1
1.HE;3;714;67;83.1
3.HE;3;714;103;83.1
1.HE;3;714;103;83.1
DE;3;767;206;83.1
1.HE;3;714;103;83.1
Mix;3;767;206;83.1
DD;3;714;103;83.1
DE;3;714;206;83.1
1.HE;3;714;78;83.1
2.HE;3;714;67;83.1
2.HD;3;714;78;83.1
1.HE;3;714;103;83.1
DD;3;714;78;83.1
1.HD;3;714;169;83.1
Mix;3;714;103;83.1
DD;3;714;135;83.1
1.HE;3;714;78;83.1
Mix;3;767;174;83.1
DE;3;714;67;83.1
2.HD;3;714;103;83.1
2.HE;3;714;78;83.1
1.HD;3;684;223;83.1
1.HD;3;714;78;83.1
1.HE;3;714;169;83.1
1.HE;3;767;110;83.1
2.HE;3;714;169;83.1
Mix;3;714;135;83.1
2.HE;3;714;78;83.1
Mix;3;714;169;83.1
1.HE;3;714;103;83.1
1.HD;3;714;103;83.1
Mix;2;833;24;83.3
Mix;2;833;24;83.3
DE;3;571;39;83.3
3.HE;3;746;192;83.3
2.HE;2;833;71;83.3
3.HE;2;833;71;83.3
DD;2;833;71;83.3
2.HE;2;833;24;83.3
2.HE;2;833;24;83.3
DE;2;833;24;83.3
Mix;2;833;24;83.3
Mix;2;833;71;83.3
1.HE;2;833;24;83.3
1.HD;2;833;24;83.3
3.HE;2;833;71;83.3
DE;2;833;24;83.3
2.HD;2;833;24;83.3
DE;2;833;71;83.3
2.HE;3;746;98;83.3
1.HE;2;833;71;83.3
3.HE;3;746;98;83.3
1.HD;2;833;71;83.3
1.HE;3;746;98;83.3
3.HE;2;833;24;83.3
1.HD;2;833;24;83.3
1.HE;2;833;24;83.3
DE;2;833;24;83.3
1.HD;2;833;71;83.3
1.HE;2;833;24;83.3
DD;2;833;71;83.3
Mix;3;746;192;83.3
3.HE;2;833;24;83.3
2.HE;2;833;24;83.3
3.HE;2;833;71;83.3
DE;2;833;24;83.3
1.HD;2;833;24;83.3
DD;2;833;24;83.3
1.HD;2;833;24;83.3
1.HD;2;833;71;83.3
DE;3;746;98;83.3
2.HD;2;833;24;83.3
3.HE;2;833;24;83.3
DD;2;833;71;83.3
2.HD;2;833;24;83.3
1.HD;2;833;71;83.3
2.HE;2;833;71;83.3
DD;2;833;24;83.3
1.HD;2;833;71;83.3
Mix;2;833;24;83.3
Mix;2;833;71;83.3
DD;2;833;24;83.3
3.HE;2;833;71;83.3
DE;2;833;71;83.3
1.HE;2;833;71;83.3
DD;2;833;71;83.3
2.HE;2;833;71;83.3
3.HE;2;833;24;83.3
DD;2;833;24;83.3
2.HE;2;833;24;83.3
3.HE;3;746;157;83.3
2.HE;2;820;106;83.3
3.HE;2;833;71;83.3
Mix;2;833;24;83.3
DD;2;833;24;83.3
DD;2;833;71;83.3
3.HE;2;833;24;83.3
DD;2;833;71;83.3
1.HE;2;833;71;83.3
2.HE;2;833;24;83.3
2.HD;2;833;24;83.3
DD;2;833;71;83.3
DE;2;833;24;83.3
1.HE;2;833;24;83.3
DE;2;833;24;83.3
1.HE;2;833;71;83.3
2.HE;2;833;71;83.3
1.HD;2;833;24;83.3
1.HD;2;833;24;83.3
3.HE;2;833;24;83.3
2.HE;2;833;71;83.3
3.HE;3;571;0;83.3
1.HD;2;833;24;83.3
DD;2;833;71;83.3
1.HE;2;833;24;83.3
DD;2;833;24;83.3
DD;2;833;24;83.3
1.HD;2;833;24;83.3
1.HE;2;833;71;83.3
DE;2;833;71;83.3
1.HE;2;833;71;83.3
Mix;2;833;71;83.3
2.HD;2;833;24;83.3
Mix;2;833;71;83.3
3.HE;2;833;71;83.3
2.HE;2;833;24;83.3
Mix;3;746;81;83.3
2.HD;2;833;24;83.3
3.HE;2;833;24;83.3
1.HE;2;833;71;83.3
2.HD;3;746;98;83.3
2.HD;2;833;24;83.3
2.HD;2;833;71;83.3
2.HD;2;833;24;83.3
Mix;2;833;71;83.3
Mix;2;833;24;83.3
1.HD;2;833;24;83.3
3.HE;2;833;24;83.3
1.HE;2;833;24;83.3
1.HE;2;833;71;83.3
Mix;2;833;71;83.3
1.HD;2;833;24;83.3
3.HE;2;833;24;83.3
DD;2;833;24;83.3
2.HE;2;833;24;83.3
DE;2;833;24;83.3
2.HE;2;833;71;83.3
1.HD;2;833;71;83.3
3.HE;3;746;125;83.3
1.HD;3;746;81;83.3
Mix;2;833;71;83.3
1.HE;2;833;24;83.3
Mix;2;833;71;83.3
DD;2;833;71;83.3
2.HE;2;833;71;83.3
DE;2;833;71;83.3
DE;2;833;71;83.3
DD;2;833;71;83.3
DD;2;833;24;83.3
Mix;2;833;71;83.3
2.HD;2;833;24;83.3
DD;2;833;71;83.3
2.HD;2;833;71;83.3
2.HD;2;833;71;83.3
Mix;2;833;71;83.3
DE;2;833;24;83.3
2.HE;2;833;24;83.3
1.HD;2;833;71;83.3
DE;2;833;24;83.3
1.HD;3;746;125;83.3
2.HE;3;746;157;83.3
1.HD;2;833;24;83.3
2.HD;2;833;71;83.3
2.HD;2;833;24;83.3
2.HD;2;833;24;83.3
2.HE;2;833;24;83.3
2.HD;2;833;71;83.3
1.HD;2;833;71;83.3
2.HE;2;833;71;83.3
1.HD;2;833;71;83.3
3.HE;2;833;71;83.3
1.HD;2;833;71;83.3
3.HE;2;833;71;83.3
Mix;2;833;24;83.3
DD;3;746;81;83.3
1.HD;2;820;106;83.3
3.HE;2;833;71;83.3
Mix;2;833;71;83.3
Mix;2;833;71;83.3
1.HD;2;833;71;83.3
Mix;2;833;71;83.3
Mix;2;833;24;83.3
2.HE;2;833;24;83.3
1.HE;2;833;24;83.3
DD;2;833;71;83.3
1.HD;2;833;24;83.3
3.HE;2;833;24;83.3
2.HD;2;833;71;83.3
2.HD;2;833;71;83.3
DE;2;833;71;83.3
1.HD;2;833;71;83.3
1.HD;2;833;24;83.3
1.HE;2;833;24;83.3
Mix;2;833;24;83.3
1.HD;2;833;24;83.3
1.HD;2;833;71;83.3
DE;2;833;71;83.3
1.HD;2;833;71;83.3
2.HE;2;833;71;83.3
3.HE;2;833;24;83.3
Mix;2;833;24;83.3
2.HD;2;833;71;83.3
1.HD;2;833;24;83.3
2.HD;2;833;71;83.3
DD;3;746;125;83.3
Mix;2;833;24;83.3
1.HD;2;833;24;83.3
DD;2;833;71;83.3
2.HD;3;746;125;83.3
2.HD;2;833;24;83.3
1.HD;2;833;71;83.3
1.HD;2;833;71;83.3
1.HE;2;833;24;83.3
3.HE;2;833;71;83.3
Mix;2;833;71;83.3
2.HE;2;833;71;83.3
DE;2;833;71;83.3
1.HE;2;833;71;83.3
2.HD;3;746;125;83.3
Mix;2;833;24;83.3
DD;2;833;24;83.3
DE;2;833;71;83.3
DE;2;833;24;83.3
2.HD;2;833;71;83.3
1.HD;2;833;71;83.3
2.HD;2;833;24;83.3
1.HE;3;746;98;83.3
1.HD;2;833;24;83.3
DD;2;833;24;83.3
DE;2;833;24;83.3
1.HE;2;833;71;83.3
1.HD;2;833;24;83.3
3.HE;2;833;71;83.3
3.HE;2;833;71;83.3
DD;2;833;24;83.3
1.HD;2;833;24;83.3
DE;2;833;71;83.3
DE;2;833;24;83.3
1.HD;2;833;71;83.3
3.HE;3;746;157;83.3
DD;3;746;98;83.3
2.HE;2;833;24;83.3
Mix;2;833;71;83.3
3.HE;2;833;24;83.3
3.HE;2;833;71;83.3
DE;2;833;71;83.3
DD;2;833;71;83.3
1.HD;2;833;71;83.3
2.HD;2;833;71;83.3
DE;2;833;71;83.3
Mix;2;833;71;83.3
DE;2;833;24;83.3
DD;2;833;24;83.3
DD;2;833;24;83.3
DE;2;833;24;83.3
1.HD;2;833;24;83.3
2.HD;2;833;24;83.3
3.HE;3;716;207;83.3
3.HE;2;833;24;83.3
DE;2;833;24;83.3
DE;2;833;24;83.3
Mix;2;833;71;83.3
3.HE;2;833;24;83.3
Mix;2;833;24;83.3
1.HD;2;833;24;83.3
2.HE;3;746;98;83.3
2.HE;2;833;71;83.3
2.HD;2;833;71;83.3
DE;2;833;24;83.3
2.HD;2;833;24;83.3
2.HD;3;571;78;83.3
DD;2;833;71;83.3
2.HE;2;833;71;83.3
Mix;2;833;71;83.3
1.HE;2;833;71;83.3
1.HD;2;833;71;83.3
DD;2;833;71;83.3
3.HE;2;833;24;83.3
1.HD;2;833;71;83.3
2.HD;3;759;234;83.3
1.HE;2;833;71;83.3
1.HD;2;833;71;83.3
2.HD;2;833;71;83.3
Mix;2;833;71;83.3
Mix;2;833;24;83.3
3.HE;2;833;71;83.3
3.HE;2;833;24;83.3
1.HD;2;833;71;83.3
1.HD;3;746;81;83.3
Mix;2;833;24;83.3
3.HE;2;833;71;83.3
3.HE;2;833;71;83.3
1.HE;2;833;71;83.3
2.HE;2;833;24;83.3
2.HE;2;833;24;83.3
Mix;2;833;71;83.3
3.HE;2;833;24;83.3
2.HD;2;833;24;83.3
1.HE;2;833;24;83.3
3.HE;2;833;24;83.3
2.HD;2;833;24;83.3
2.HE;2;833;24;83.3
3.HE;2;833;71;83.3
DD;3;746;81;83.3
2.HE;2;833;71;83.3
Mix;2;833;71;83.3
2.HD;2;833;71;83.3
3.HE;2;833;24;83.3
1.HD;3;746;81;83.3
2.HD;2;833;24;83.3
DD;2;833;24;83.3
1.HE;2;833;24;83.3
Mix;2;833;24;83.3
DE;2;833;24;83.3
2.HD;2;833;24;83.3
3.HE;2;833;71;83.3
DD;2;833;71;83.3
DE;2;833;24;83.3
1.HE;2;833;24;83.3
DD;2;833;24;83.3
1.HD;2;833;24;83.3
Mix;2;833;71;83.3
2.HD;2;833;71;83.3
2.HE;2;833;24;83.3
2.HD;2;833;71;83.3
DD;2;833;71;83.3
Mix;2;833;24;83.3
1.HE;2;833;71;83.3
Mix;2;833;24;83.3
DD;2;833;24;83.3
1.HE;2;833;24;83.3
2.HE;2;833;71;83.3
2.HE;2;833;71;83.3
DD;3;746;81;83.3
1.HD;2;833;24;83.3
DD;2;820;106;83.3
2.HE;2;833;71;83.3
2.HE;2;833;71;83.3
DE;3;746;98;83.3
2.HE;2;833;24;83.3
3.HE;3;746;98;83.3
1.HD;2;833;71;83.3
DD;2;833;71;83.3
1.HE;2;833;24;83.3
1.HE;3;746;125;83.3
1.HD;2;833;71;83.3
2.HD;3;746;125;83.3
1.HD;2;833;24;83.3
DD;2;833;24;83.3
2.HD;2;833;24;83.3
1.HE;2;833;71;83.3
3.HE;2;833;71;83.3
2.HD;2;833;71;83.3
1.HD;2;833;24;83.3
2.HD;2;833;24;83.3
DD;2;833;71;83.3
2.HD;3;746;125;83.3
3.HE;2;833;24;83.3
Mix;2;833;71;83.3
1.HD;2;833;24;83.3
DD;2;833;71;83.3
2.HE;2;833;24;83.3
1.HE;2;833;24;83.3
2.HE;2;833;24;83.3
3.HE;2;833;24;83.3
1.HE;2;833;24;83.3
2.HE;2;833;71;83.3
3.HE;2;833;71;83.3
1.HD;2;833;71;83.3
3.HE;3;571;39;83.3
1.HE;2;833;71;83.3
DE;3;746;81;83.3
1.HD;2;833;71;83.3
DE;2;833;24;83.3
3.HE;2;833;71;83.3
1.HE;2;833;71;83.3
1.HE;2;833;71;83.3
DE;2;833;24;83.3
1.HD;2;833;71;83.3
Mix;2;833;24;83.3
2.HD;2;833;24;83.3
1.HD;2;833;71;83.3
DD;2;833;71;83.3
Mix;2;833;24;83.3
2.HD;2;833;24;83.3
2.HE;2;833;24;83.3
3.HE;2;833;71;83.3
2.HE;2;833;24;83.3
2.HE;2;833;24;83.3
DE;2;833;24;83.3
2.HD;2;833;24;83.3
3.HE;2;833;71;83.3
2.HE;2;833;71;83.3
3.HE;2;833;33;83.3
1.HD;2;833;33;83.3
2.HE;2;833;33;83.3
2.HE;3;711;63;83.3
1.HD;2;833;33;83.3
DE;2;832;14;83.3
3.HE;2;833;33;83.3
2.HE;2;833;33;83.3
2.HE;2;833;33;83.3
2.HE;2;833;33;83.3
1.HE;2;833;100;83.3
DE;2;832;14;83.3
1.HD;3;711;175;83.3
DD;2;832;14;83.3
1.HE;3;711;63;83.3
2.HD;3;467;94;83.3
2.HD;3;711;63;83.3
1.HD;3;711;175;83.3
1.HE;3;467;54;83.3
Mix;3;667;43;83.3
Mix;2;832;14;83.3
3.HE;2;833;33;83.3
1.HE;3;627;226;83.3
2.HE;2;833;33;83.3
1.HD;3;467;196;83.3
2.HD;2;833;33;83.3
1.HD;2;833;33;83.3
1.HD;2;833;33;83.3
1.HD;3;467;196;83.3
1.HE;2;833;33;83.3
DD;3;667;155;83.3
2.HE;2;833;33;83.3
1.HE;2;833;100;83.3
1.HD;3;711;63;83.3
2.HE;2;833;33;83.3
DE;2;825;98;83.3
2.HE;3;711;175;83.3
1.HD;3;711;63;83.3
2.HD;2;833;33;83.3
2.HD;3;467;54;83.3
2.HE;3;627;226;83.3
DE;2;825;98;83.3
DD;3;333;113;83.3
DE;3;667;155;83.3
2.HD;2;833;33;83.3
2.HE;2;833;100;83.3
3.HE;2;833;33;83.3
Mix;2;832;14;83.3
2.HE;2;833;33;83.3
Mix;2;832;14;83.3
DD;3;333;214;83.3
2.HD;2;833;33;83.3
Mix;3;333;113;83.3
Mix;3;711;63;83.3
DD;2;833;33;83.3
3.HE;3;711;63;83.3
2.HE;2;833;33;83.3
1.HE;2;833;33;83.3
Mix;2;833;33;83.3
2.HD;3;711;175;83.3
1.HE;3;467;196;83.3
2.HE;2;833;33;83.3
2.HD;2;833;33;83.3
3.HE;3;467;94;83.3
2.HE;2;833;33;83.3
DE;3;555;234;83.3
2.HD;2;833;33;83.3
Mix;2;833;33;83.3
1.HE;3;711;83;83.3
2.HD;3;711;63;83.3
1.HD;2;833;33;83.3
3.HE;2;833;33;83.3
DD;3;711;175;83.3
DD;3;467;54;83.3
DD;2;833;33;83.3
Mix;2;833;33;83.3
DD;2;833;33;83.3
1.HD;2;833;33;83.3
2.HD;2;833;33;83.3
3.HE;3;711;126;83.3
2.HE;3;711;175;83.3
3.HE;2;833;33;83.3
Mix;3;467;249;83.3
1.HD;3;711;126;83.3
1.HD;3;711;126;83.3
2.HE;2;833;100;83.3
DE;2;832;14;83.3
2.HD;3;630;175;83.3
1.HE;2;833;100;83.3
1.HE;3;467;94;83.3
3.HE;3;711;175;83.3
Mix;2;833;33;83.3
2.HD;3;711;83;83.3
Mix;3;467;54;83.3
3.HE;3;711;175;83.3
3.HE;2;833;33;83.3
2.HD;2;833;33;83.3
1.HD;2;833;33;83.3
Mix;2;833;33;83.3
1.HD;2;833;33;83.3
Mix;2;833;33;83.3
2.HD;2;833;33;83.3
DD;2;833;33;83.3
DD;3;711;63;83.3
Mix;2;833;33;83.3
3.HE;2;833;33;83.3
1.HD;3;467;94;83.3
3.HE;3;711;175;83.3
Mix;2;833;100;83.3
2.HD;2;833;33;83.3
DD;3;711;83;83.3
Mix;3;711;83;83.3
1.HD;2;833;33;83.3
2.HD;3;711;83;83.3
2.HE;3;467;249;83.3
2.HD;2;833;33;83.3
1.HE;2;833;33;83.3
2.HE;2;833;33;83.3
2.HD;2;833;33;83.3
Mix;3;711;83;83.3
1.HE;2;833;33;83.3
1.HD;2;833;33;83.3
1.HD;2;833;33;83.3
2.HE;3;467;196;83.3
DD;2;833;33;83.3
2.HD;2;833;33;83.3
3.HE;3;711;175;83.3
Mix;2;833;33;83.3
1.HD;2;833;33;83.3
1.HE;2;833;33;83.3
2.HD;2;833;33;83.3
DD;2;833;33;83.3
DD;2;833;33;83.3
3.HE;3;627;226;83.3
1.HE;3;711;175;83.3
2.HE;3;222;157;83.3
1.HD;2;833;33;83.3
2.HD;3;467;144;83.3
1.HD;3;627;226;83.3
2.HE;3;711;126;83.3
3.HE;3;467;94;83.3
DD;2;833;33;83.3
1.HE;3;467;54;83.3
2.HD;2;833;33;83.3
3.HE;2;833;100;83.3
DE;3;667;86;83.3
1.HD;2;833;33;83.3
1.HE;2;833;33;83.3
1.HD;2;833;33;83.3
DE;3;667;155;83.3
Mix;2;833;33;83.3
2.HD;3;627;226;83.3
2.HD;2;833;33;83.3
1.HE;3;467;196;83.3
2.HD;2;833;33;83.3
DD;3;711;63;83.3
1.HE;2;833;33;83.3
2.HE;2;833;33;83.3
DD;2;833;33;83.3
1.HD;2;833;33;83.3
Mix;2;833;33;83.3
2.HD;2;833;33;83.3
Mix;2;833;33;83.3
DD;2;833;33;83.3
2.HD;2;833;33;83.3
1.HE;2;833;33;83.3
3.HE;2;833;33;83.3
3.HE;2;833;33;83.3
1.HD;2;833;33;83.3
Mix;2;833;33;83.3
2.HE;2;833;33;83.3
3.HE;2;833;33;83.3
DD;2;833;33;83.3
2.HD;2;833;33;83.3
DD;2;833;33;83.3
DD;2;833;33;83.3
DE;3;667;86;83.3
2.HD;3;467;303;83.3
1.HD;2;833;33;83.3
1.HD;2;833;33;83.3
2.HD;2;833;33;83.3
1.HE;2;833;33;83.3
DE;2;832;14;83.3
Mix;2;833;33;83.3
2.HE;2;833;33;83.3
1.HD;3;711;126;83.3
2.HE;3;711;126;83.3
2.HE;2;833;33;83.3
1.HE;2;833;100;83.3
2.HE;2;833;33;83.3
1.HD;2;833;33;83.3
2.HE;2;833;33;83.3
2.HE;2;833;71;83.3
2.HE;2;833;24;83.3
3.HE;2;833;71;83.3
1.HE;2;833;71;83.3
2.HE;2;833;71;83.3
Mix;2;833;71;83.3
Mix;3;746;81;83.3
2.HE;2;833;24;83.3
1.HD;2;833;71;83.3
3.HE;3;768;206;83.3
DE;2;833;24;83.3
2.HD;2;833;24;83.3
Mix;2;833;71;83.3
2.HD;2;833;24;83.3
3.HE;2;833;71;83.3
2.HE;2;833;71;83.3
Mix;2;833;71;83.3
2.HD;2;833;24;83.3
DD;2;833;24;83.3
Mix;2;833;24;83.3
1.HE;2;833;24;83.3
3.HE;2;833;24;83.3
DD;2;833;71;83.3
3.HE;3;571;117;83.3
2.HD;2;833;24;83.3
DD;2;833;24;83.3
1.HD;2;833;24;83.3
DD;2;833;24;83.3
1.HD;2;833;71;83.3
3.HE;2;833;24;83.3
DD;2;833;71;83.3
Mix;2;833;71;83.3
2.HE;2;833;71;83.3
Mix;2;833;71;83.3
1.HE;3;768;124;83.3
3.HE;2;833;24;83.3
Mix;2;833;71;83.3
3.HE;2;833;24;83.3
1.HE;2;833;71;83.3
2.HD;2;833;71;83.3
DD;2;833;24;83.3
Mix;2;833;24;83.3
1.HD;2;833;24;83.3
1.HD;2;833;71;83.3
3.HE;2;833;24;83.3
DE;2;833;71;83.3
Mix;2;833;71;83.3
DE;2;833;71;83.3
1.HE;3;746;125;83.3
2.HE;2;833;71;83.3
1.HE;2;833;71;83.3
Mix;2;833;24;83.3
2.HD;2;833;71;83.3
2.HD;2;833;24;83.3
DD;2;833;24;83.3
2.HD;2;833;24;83.3
2.HD;2;833;24;83.3
1.HD;2;833;24;83.3
2.HD;2;833;24;83.3
Mix;2;833;71;83.3
Mix;2;833;24;83.3
DD;3;746;81;83.3
1.HD;2;833;24;83.3
2.HD;2;833;71;83.3
2.HE;2;833;24;83.3
DE;2;833;71;83.3
DE;2;833;24;83.3
2.HD;2;833;71;83.3
1.HE;2;833;71;83.3
2.HE;2;833;24;83.3
1.HD;2;833;24;83.3
1.HE;2;833;71;83.3
2.HD;2;833;71;83.3
2.HD;2;833;24;83.3
DD;2;833;24;83.3
3.HE;2;833;71;83.3
3.HE;3;746;125;83.3
Mix;2;833;24;83.3
1.HE;3;746;98;83.3
DD;2;833;71;83.3
DE;2;833;71;83.3
3.HE;2;833;71;83.3
2.HD;2;833;24;83.3
DE;2;833;71;83.3
2.HD;2;833;24;83.3
3.HE;2;833;71;83.3
2.HD;2;833;24;83.3
2.HE;2;833;71;83.3
3.HE;2;833;71;83.3
Mix;2;833;24;83.3
2.HE;2;833;71;83.3
DD;3;571;39;83.3
3.HE;3;746;81;83.3
3.HE;2;833;24;83.3
1.HE;2;833;24;83.3
DE;2;833;71;83.3
DD;2;833;24;83.3
2.HD;2;833;71;83.3
1.HD;2;833;24;83.3
2.HD;2;833;24;83.3
Mix;2;833;71;83.3
Mix;2;833;71;83.3
1.HD;2;833;24;83.3
DD;2;833;71;83.3
Mix;2;833;71;83.3
1.HD;2;833;71;83.3
3.HE;2;833;24;83.3
DD;3;746;192;83.3
DD;2;833;71;83.3
Mix;2;833;71;83.3
1.HD;2;833;71;83.3
3.HE;2;833;71;83.3
3.HE;2;833;24;83.3
1.HE;3;746;192;83.3
DD;2;833;71;83.3
1.HD;2;833;24;83.3
1.HD;2;833;24;83.3
DD;2;833;71;83.3
DE;2;833;24;83.3
3.HE;2;833;24;83.3
1.HE;2;833;71;83.3
3.HE;3;746;98;83.3
DE;2;833;71;83.3
2.HE;2;833;71;83.3
Mix;2;833;71;83.3
2.HD;2;833;24;83.3
3.HE;3;746;125;83.3
1.HE;2;833;71;83.3
2.HE;2;833;71;83.3
2.HE;2;833;24;83.3
DD;2;833;24;83.3
DD;2;833;71;83.3
1.HD;2;833;24;83.3
1.HD;2;833;24;83.3
Mix;2;833;24;83.3
1.HE;2;833;71;83.3
2.HD;2;833;71;83.3
DD;2;833;24;83.3
2.HD;2;833;24;83.3
2.HE;2;833;71;83.3
1.HE;2;833;71;83.3
1.HE;2;833;24;83.3
1.HE;3;746;81;83.3
1.HE;2;833;24;83.3
DD;2;833;24;83.3
1.HE;2;833;71;83.3
3.HE;3;571;156;83.3
3.HE;2;833;24;83.3
1.HE;2;833;24;83.3
Mix;2;833;24;83.3
1.HE;2;833;24;83.3
1.HE;3;746;157;83.3
DE;2;833;71;83.3
2.HD;2;833;24;83.3
Mix;2;833;71;83.3
1.HD;2;833;24;83.3
Mix;3;571;156;83.3
1.HD;2;833;71;83.3
1.HD;2;833;24;83.3
2.HE;2;833;71;83.3
DD;2;833;71;83.3
1.HE;2;833;24;83.3
2.HE;2;833;24;83.3
2.HE;2;833;24;83.3
Mix;2;833;24;83.3
Mix;3;746;81;83.3
Mix;3;746;192;83.3
Mix;2;833;24;83.3
1.HE;2;833;71;83.3
1.HD;2;833;24;83.3
DD;2;833;24;83.3
Mix;2;833;71;83.3
1.HE;2;833;71;83.3
2.HE;2;833;24;83.3
DD;2;833;71;83.3
2.HE;3;746;98;83.3
DD;2;833;24;83.3
DD;2;833;71;83.3
DE;2;833;71;83.3
Mix;2;833;24;83.3
3.HE;2;833;71;83.3
2.HD;2;833;24;83.3
DE;2;833;24;83.3
DD;2;833;71;83.3
1.HD;2;833;71;83.3
3.HE;2;833;24;83.3
3.HE;2;833;24;83.3
3.HE;2;820;106;83.3
DE;2;833;71;83.3
DE;2;833;24;83.3
DD;2;833;24;83.3
DE;2;833;24;83.3
2.HD;2;833;71;83.3
1.HE;2;833;71;83.3
2.HE;2;833;24;83.3
3.HE;2;833;24;83.3
1.HD;2;833;24;83.3
2.HD;2;833;71;83.3
Mix;2;833;24;83.3
Mix;2;833;71;83.3
DD;2;833;24;83.3
2.HE;2;833;71;83.3
1.HD;2;833;71;83.3
DE;3;571;0;83.3
3.HE;2;833;24;83.3
DD;2;833;71;83.3
DE;2;833;71;83.3
Mix;2;833;71;83.3
DD;2;833;24;83.3
1.HD;3;746;98;83.3
Mix;2;833;71;83.3
1.HD;2;833;24;83.3
1.HE;2;833;71;83.3
DE;3;746;125;83.3
2.HD;2;833;71;83.3
1.HE;2;833;71;83.3
1.HD;2;833;24;83.3
3.HE;2;833;71;83.3
2.HD;2;833;71;83.3
3.HE;2;833;24;83.3
2.HD;2;833;71;83.3
DD;2;833;71;83.3
1.HE;2;833;24;83.3
3.HE;2;833;24;83.3
2.HD;2;833;24;83.3
1.HE;2;833;24;83.3
DD;3;746;157;83.3
2.HD;2;833;71;83.3
Mix;2;833;71;83.3
1.HD;2;833;71;83.3
2.HD;2;833;71;83.3
1.HD;2;833;71;83.3
2.HD;2;820;106;83.3
DD;2;833;71;83.3
1.HE;2;833;24;83.3
3.HE;2;833;71;83.3
1.HE;2;833;24;83.3
1.HD;2;833;71;83.3
3.HE;3;746;157;83.3
Mix;2;833;71;83.3
1.HE;2;833;24;83.3
1.HE;2;833;24;83.3
1.HE;3;571;156;83.3
2.HD;2;833;24;83.3
DE;2;833;24;83.3
Mix;2;833;24;83.3
DD;3;746;157;83.3
3.HE;2;833;71;83.3
1.HE;2;833;24;83.3
3.HE;2;833;24;83.3
Mix;2;833;71;83.3
1.HE;2;820;106;83.3
1.HE;2;833;24;83.3
2.HE;2;833;71;83.3
DD;2;833;71;83.3
2.HE;3;746;98;83.3
1.HE;2;833;24;83.3
1.HE;2;833;24;83.3
2.HE;2;833;71;83.3
DE;2;833;71;83.3
1.HD;2;833;24;83.3
1.HD;2;833;71;83.3
3.HE;2;833;24;83.3
1.HD;2;833;24;83.3
2.HE;2;833;71;83.3
Mix;2;833;71;83.3
1.HE;2;833;71;83.3
2.HE;2;833;71;83.3
1.HE;2;833;24;83.3
1.HD;3;685;224;83.3
Mix;3;746;81;83.3
1.HD;2;833;71;83.3
DE;3;746;125;83.3
1.HD;2;833;71;83.3
DD;2;833;24;83.3
2.HE;2;833;24;83.3
3.HE;2;833;24;83.3
1.HE;2;833;24;83.3
2.HD;2;833;71;83.3
DD;2;833;24;83.3
1.HE;2;833;71;83.3
DE;3;603;59;83.6
2.HD;3;778;119;83.6
1.HD;3;603;22;83.6
2.HD;3;778;98;83.6
2.HD;3;778;147;83.6
DD;3;603;137;83.6
2.HD;3;778;90;83.6
DD;3;778;119;83.6
1.HD;3;778;98;83.6
1.HD;3;778;147;83.6
2.HE;3;778;98;83.6
DD;3;778;98;83.6
Mix;3;778;90;83.6
1.HE;3;778;147;83.6
2.HD;3;778;98;83.6
2.HE;3;778;98;83.6
Mix;3;778;90;83.6
3.HE;3;778;119;83.6
Mix;3;778;147;83.6
3.HE;3;778;147;83.6
1.HD;3;778;119;83.6
2.HE;3;778;147;83.6
2.HD;3;778;119;83.6
DE;3;778;180;83.6
1.HD;3;778;119;83.6
DE;3;778;180;83.6
Mix;3;778;98;83.6
DE;3;747;193;83.6
DD;3;778;119;83.6
DD;3;778;119;83.6
1.HD;3;778;180;83.6
DE;3;778;98;83.6
1.HE;3;778;147;83.6
DD;3;778;119;83.6
1.HE;3;778;98;83.6
3.HE;3;778;98;83.6
1.HD;3;778;147;83.6
1.HD;3;747;193;83.6
DD;3;778;147;83.6
1.HE;3;603;98;83.6
DE;3;778;90;83.6
1.HD;3;778;98;83.6
3.HE;3;778;180;83.6
DE;3;778;119;83.6
1.HE;3;747;193;83.6
Mix;3;778;147;83.6
1.HE;3;778;119;83.6
1.HE;3;603;22;83.6
3.HE;3;778;147;83.6
DE;3;603;22;83.6
2.HD;3;778;119;83.6
1.HE;3;778;180;83.6
